time,temperature
2024-01-03 19:00:00,45.06631621079581
2024-01-03 20:00:00,45.06315806593964
2024-01-03 21:00:00,44.862759415862044
2024-01-03 22:00:00,45.651657598910575
2024-01-03 23:00:00,46.505925403610604
2024-01-04 00:00:00,45.96309057199249
2024-01-04 01:00:00,46.983631689792695
2024-01-04 02:00:00,45.086251735390015
2024-01-04 03:00:00,46.97495118251182
2024-01-04 04:00:00,46.74728255021355
2024-01-04 05:00:00,46.665001026398066
2024-01-04 06:00:00,46.941510424391566
2024-01-04 07:00:00,45.95303956821887
2024-01-04 08:00:00,46.858238795951394
2024-01-04 09:00:00,47.13822571829113
2024-01-04 10:00:00,47.66113869241008
2024-01-04 11:00:00,46.59738039213206
2024-01-04 12:00:00,46.359549922818246
2024-01-04 13:00:00,46.394582816078206
2024-01-04 14:00:00,46.96089235247337
2024-01-04 15:00:00,46.50328324507639
2024-01-04 16:00:00,45.88987147679176
2024-01-04 17:00:00,46.209696285930335
2024-01-04 18:00:00,45.78489423039929
2024-01-04 19:00:00,45.991617582314504
2024-01-04 20:00:00,44.91764319536207
2024-01-04 21:00:00,44.85953219722229
2024-01-04 22:00:00,44.578272199794
2024-01-04 23:00:00,43.792789164548516
2024-01-05 00:00:00,44.42507979486334
2024-01-05 01:00:00,44.16524575685712
2024-01-05 02:00:00,43.803119340565445
2024-01-05 03:00:00,43.460098751986465
2024-01-05 04:00:00,42.66025129630668
2024-01-05 05:00:00,42.964465391938674
2024-01-05 06:00:00,42.82901867895599
2024-01-05 07:00:00,42.44580393609844
2024-01-05 08:00:00,42.63587773691004
2024-01-05 09:00:00,42.81293814849226
2024-01-05 10:00:00,43.47476668576684
2024-01-05 11:00:00,42.56738385760536
2024-01-05 12:00:00,42.585966505161906
2024-01-05 13:00:00,42.42646828219779
2024-01-05 14:00:00,41.54064377269837
2024-01-05 15:00:00,42.55308529766342
2024-01-05 16:00:00,42.69258191751656
2024-01-05 17:00:00,44.01956330653638
2024-01-05 18:00:00,42.845833940615414
2024-01-05 19:00:00,43.274417147101516
2024-01-05 20:00:00,43.31415833024125
2024-01-05 21:00:00,42.97971022943314
2024-01-05 22:00:00,44.39083615292614
2024-01-05 23:00:00,44.47155517963229
2024-01-06 00:00:00,44.78579721952022
2024-01-06 01:00:00,44.24636387899882
2024-01-06 02:00:00,45.72670930875756
2024-01-06 03:00:00,44.659379094506455
2024-01-06 04:00:00,45.996616020555216
2024-01-06 05:00:00,47.14626212085138
2024-01-06 06:00:00,45.90560097909806
2024-01-06 07:00:00,46.466547259458444
2024-01-06 08:00:00,47.14435515784844
2024-01-06 09:00:00,47.18068549035498
2024-01-06 10:00:00,46.98516939494686
2024-01-06 11:00:00,48.11026588052013
2024-01-06 12:00:00,47.84506868725862
2024-01-06 13:00:00,48.895505501907394
2024-01-06 14:00:00,48.46141555274045
2024-01-06 15:00:00,49.93632048216363
2024-01-06 16:00:00,48.98585879840137
2024-01-06 17:00:00,49.40683346882255
2024-01-06 18:00:00,50.13784561701714
2024-01-06 19:00:00,49.25059034596796
2024-01-06 20:00:00,50.08555203438667
2024-01-06 21:00:00,50.70149954338496
2024-01-06 22:00:00,49.29033834086847
2024-01-06 23:00:00,50.202632822089996
2024-01-07 00:00:00,50.22691472677205
2024-01-07 01:00:00,50.4455966024627
2024-01-07 02:00:00,49.365898160982475
2024-01-07 03:00:00,49.22701218688667
2024-01-07 04:00:00,50.025726984934394
2024-01-07 05:00:00,49.767136385152526
2024-01-07 06:00:00,49.57610994564429
2024-01-07 07:00:00,49.436814713728445
2024-01-07 08:00:00,48.71918370577215
2024-01-07 09:00:00,48.956348567972334
2024-01-07 10:00:00,48.75589130688645
2024-01-07 11:00:00,48.01222673680021
2024-01-07 12:00:00,49.0561482124707
2024-01-07 13:00:00,48.11080601181371
2024-01-07 14:00:00,47.028627700715624
2024-01-07 15:00:00,47.70570106019435
2024-01-07 16:00:00,46.64894921489114
2024-01-07 17:00:00,47.2973280503192
2024-01-07 18:00:00,47.26203183030831
2024-01-07 19:00:00,46.065502026963806
2024-01-07 20:00:00,46.76736801757832
2024-01-07 21:00:00,46.321034436360875
2024-01-07 22:00:00,46.37597384439435
2024-01-07 23:00:00,46.786971157267736
2024-01-08 00:00:00,45.61460484125405
2024-01-08 01:00:00,45.285759879618155
2024-01-08 02:00:00,45.17105030954857
2024-01-08 03:00:00,45.18989984227235
2024-01-08 04:00:00,45.570748947168155
2024-01-08 05:00:00,45.82125269418928
2024-01-08 06:00:00,45.86036725825311
2024-01-08 07:00:00,46.23671360811354
2024-01-08 08:00:00,45.95996745218458
2024-01-08 09:00:00,46.8390196892051
2024-01-08 10:00:00,46.16606504492428
2024-01-08 11:00:00,47.87061324831034
2024-01-08 12:00:00,47.05987193356747
2024-01-08 13:00:00,46.57747992512535
2024-01-08 14:00:00,46.75005528375059
2024-01-08 15:00:00,47.82431043874139
2024-01-08 16:00:00,47.78457174112139
2024-01-08 17:00:00,48.57955839163721
2024-01-08 18:00:00,48.79569782707691
2024-01-08 19:00:00,48.86658846622897
2024-01-08 20:00:00,48.82799621833069
2024-01-08 21:00:00,48.8438444510775
2024-01-08 22:00:00,49.726374152955344
2024-01-08 23:00:00,50.72170202111061
2024-01-09 00:00:00,50.73699165852479
2024-01-09 01:00:00,50.33322669176269
2024-01-09 02:00:00,51.355787758398684
2024-01-09 03:00:00,51.75927829902322
2024-01-09 04:00:00,51.403962142103836
2024-01-09 05:00:00,52.18158279902921
2024-01-09 06:00:00,52.37012557174431
2024-01-09 07:00:00,51.98144715300969
